name,wealth
GALILEO TECHNOLOGY LTD,392.76
COMFORT SYSTEMS USA INC,392.64
SOUTHWEST BANCORP INC OKLA,391.50
STATE BANK FINANCIAL CORP,391.31
CRUMP COMPANIES INC,391.30
EAGLE FINANCIAL CORP,391.12
OPTION CARE INC,391.05
SOURCE SERVICES CORP,390.89
MISTRAS GROUP INC,390.80
NATIONAL INTERSTATE CORP,390.40
RED LION HOTELS INC,390.33
FIRST COMMUNITY BANCSHARES INC,389.77
FIRST WESTERN BANCORP INC,389.33
ST LAURENT PAPERBOARD INC,389.11
SECURITY CONNECTICUT CORP,388.88
WEBB RESOURCES INC,388.75
FIDELITY UNION LIFE INSURANCE CO,388.24
R M R GROUP INC,388.15
K D I CORP,387.73
FAIRBANKS MORSE & CO INC,387.61
CONTINENTAL AIRLINES CORP,386.89
MASTEC INC,386.42
PROVIDENCE ENERGY CORP,386.15
INTERNATIONAL CLINICAL LABS,385.66
HOLOPHANE INC,385.62
MEDIQ INC,385.57
PENINSULAR TEL CO,385.09
ADVISORY BOARD CO,385.00
CONTINUOUS CURVE CONTACT LENSE,384.66
PARGAS INC,384.49
REXEL INC,384.39
NOVAMERICAN STEEL INC,384.25
J P M INDUSTRIES INC,383.92
QUIDEL CORP,383.80
GRANGER ASSOCIATES,383.75
WYNDHAM HOTEL CORP,383.41
SYNERGY PHARMACEUTICALS INC,383.27
CANAL RANDOLPH CORP,383.23
U S CONCRETE INC,382.97
PEARLE HEALTH SVCS,382.91
COMPUTER DATA SYSTEMS INC,382.81
RISER FOODS INC,381.86
FUTUREFUEL CORP,381.67
WYNNS INTERNATIONAL INC,381.49
FEDERAL MNG & SMLT CO,381.31
NATIONAL BANK HOLDINGS CORP,381.29
SOFTWARE TOOLWORKS INC,381.17
ROCK FINANCIAL CORP MI,380.91
GAMCO INVESTORS INC,380.72
FIRST NATL BANKSHARES FLA NEW,380.46
LIFE BANCORP INC,380.39
HUGHES COMMUNICATIONS INC,379.94
HUYCK CORP,379.69
BOSTON PRIVATE FINL HLDGS INC,379.58
RADIATION THERAPY SERVICES INC,379.02
AMERICAN FLETCHER CORP,378.82
BROADWAY STORES INC,378.71
HEYDEN NEWPORT CHEM CORP,378.27
SILICON VALLEY GROUP INC,378.02
LONGINES WITTNAUER WATCH INC,377.90
AMERICAN RAILCAR INDUSTRIES INC,377.62
VORNADO INC,377.33
TOWMOTOR CORP,377.09
CARDIAC PACEMAKERS INC,377.01
KEYSTONE AUTOMOTIVE INDS INC,376.43
LOYOLA CAPITAL CORP,376.42
VOLUME SHOE CORP,376.11
XYLOGICS INC,376.00
HILL CORP,375.49
MEDICINES COMPANY,374.60
S H L SYSTEMHOUSE INC,374.32
QUAKER CITY BANCORP INC,373.99
PAYPAL INC,373.92
AMERICAN OIL & GAS INC,373.89
SUMMIT BANCSHARES INC,373.59
A & W BRANDS INC,373.28
COLONIAL BEACON OIL CO,373.06
SHOP & GO INC,372.71
AMPHASTAR PHARMACEUTICALS INC,372.71
H C I GROUP INC,372.48
PATO CONSOLIDATED GD DRDG LTD BE,372.43
PEPPERELL MFG CO,372.27
SEAMAN FURNITURE CO,371.38
MACANDREWS & FORBES CO,370.86
V S E CORP,370.85
NORTHWESTERN FINANCIAL CORP,370.75
INTERNATIONAL ALUMINUM CORP,370.46
HOLOPHANE CORP,370.45
WASHINGTON ENERGY CO,370.35
M R O SOFTWARE INC,370.12
JUNO LIGHTING INC,368.60
ENGRAPH INC,368.45
FIVE 9 INC,368.21
UTAH MEDICAL PRODUCTS INC,367.78
ABGENIX INC,367.48
PULLMAN COMPANY DE NEW,367.09
KNOLOGY INC,367.03
HOST MARRIOTT SERVICES CORP,365.98
WESTCOTT COMMUNICATIONS INC,365.91
MACK TRUCKS INC,365.55
NUTMEG INDUSTRIES INC,365.50
MAIL BOXES ETC,365.16
ACUSON CORP,365.11
APPLIED SIGNAL TECHNOLOGY,364.67
DONALDSON LUFKIN & JENRETTE INC,364.64
RAYTECH CORP DE,364.54
STELMA INC,364.48
IRONWOOD PHARMACEUTICALS INC,364.28
ENRON GLOBAL PWR & PIPELINES LLC,364.23
A V X CORP,364.17
PEOPLES BANCORP INC,364.02
MASTER ELEC CO,363.79
KEANE INC,363.73
UNIVERSAL MARION CORP,363.51
MORRISON MANAGEMENT SPEC INC,363.47
ROUSE COMPANY,363.38
BLESSINGS CORP,363.19
FARGO OILS LTD,362.73
NAM TAI PROPERTY INC,362.71
UNITED REFINING CO,362.67
COMPELLENT TECHNOLOGIES INC,362.67
DUBOIS CHEMS INC,362.48
EMERITUS CORP,362.05
OPEN SOLUTIONS INC,361.72
HEALTH TEXAS INC,361.65
ROTECH MEDICAL CORP,361.60
STERLING BANCSHARES INC,361.52
BUFFETS INC,361.27
DRACKETT CO,360.83
SEACOAST BANKING CORP FLA,360.83
RYKOFF SEXTON INC,360.59
BANK OF NT BUTTERFIELD & SON LTD,360.23
ROANOKE ELECTRIC STEEL CORP,360.20
STAR INDS INC,360.16
RETALIX LTD,359.99
PITT DES MOINES INC,359.80
REDMAN INDUSTRIES INC NEW,359.70
CYBERSOURCE CORP,359.34
HIGBIE MANUFACTURING CO,359.25
ORIENT EXPRESS HOTELS INC,359.20
NARRAGANSETT CAPITAL CORP,359.13
AURIZON MINES LTD,359.09
HEMLO GOLD MINES INC,359.05
SMITHS FOOD & DRUG CENTERS INC,358.96
UNIVEST CORP OF PENNSYLVANIA,358.88
VITAE PHARMACEUTICALS INC,358.19
TREMCO INC,357.99
FIRST BUSEY CORP,357.95
DONEGAL GROUP INC,357.57
M TECH,357.44
Q C R HOLDINGS INC,356.97
MERRITT CHAPMAN & SCOTT CORP,356.82
BUDGET RENT A CAR CORP,356.79
AMDISCO CORP,356.74
STANDARD FINANCIAL INC,356.39
O F G BANCORP,356.29
VIRGINIA COMMERCE BANCORP,356.18
NETGRAVITY INC,356.02
INTERFACE INC,355.78
BANKERS TRUST S C COLUMBIA,355.76
NATIONAL STUDENT MARKETING DEL,355.32
HUBSPOT INC,355.20
AUTOMOTIVE INDUSTRIES HLDG INC,354.99
ARRAY BIOPHARMA INC,354.97
NATIONAL C S S INC,354.34
MERCANTILE BANK CORP,354.24
D S W INC,354.19
RYAN INSURANCE GROUP INC,353.99
WANG LABORATORIES INC NEW,353.92
ELDON INDUSTRIES INC,353.89
EVERGREEN BANCORP INC DE,353.77
LANNETT CO INC,353.37
MOSLER SAFE CO,353.12
ENTERTAINMENT PUBLISHING CORP,352.79
WELLTECH INC,352.50
RESOURCES CONNECTION INC,352.48
SAFESKIN CORP,352.29
MEDCO RESEARCH INC,351.98
K & F INDUSTRIES HOLDINGS INC,351.75
LEMAITRE VASCULAR INC,351.62
WISER OIL CO DE,351.15
UNICOA CORP,350.97
AMERICAS CAR MART INC,350.93
ALTERNATIVE ASSET MGMT ACQUISIT,350.70
NORTH AMERICAN ROYALTIES INC,350.69
ABBEY HEALTHCARE GROUP INC,350.64
OXFORD RESOURCES CORP,350.61
FOX FACTORY HOLDING CORP,350.50
N A S B FINANCIAL INC,350.36
BRENTON BANKS INC,350.09
GORDON JEWELRY CORP,349.98
TEXAS COMMERCE BANCSHARES INC,349.91
CORAL GABLES FEDCORP INC,349.67
PREFERRED BANK LOS ANGELES,349.65
NEWPORT INDS INC,349.26
VERMONT FINANCIAL SERVICES CORP,349.20
FIESTA RESTAURANT GROUP INC,348.95
DIVERSEY CORP DE,348.36
FIRSTFED AMERICA BANCORP INC,348.29
CRESTLINE CAPITAL CORP,348.29
W P X ENERGY INC,348.12
GEORGIA FEDERAL BANK FSB ATLANTA,347.95
ALIAS RESEARCH INC,347.84
COACH USA INC,347.71
SCURRY RAINBOW OIL LTD,347.31
COURIER CORP,347.24
HARMON INDUSTRIES INC NEW,347.13
CENFED FINANCIAL CORP,347.11
R H I ENTERTAINMENT INC,347.01
AVANGRID INC,347.00
NEOGENOMICS INC,345.85
ST FRANCIS CAPITAL CORP,345.51
MOUNTAIN BANKS LTD,344.91
ZENITH LABORATORIES INC,344.72
NELSON THOMAS INC,344.62
IPAYMENT INC,344.61
ATWOOD OCEANICS INC,344.44
FIRST OAK BROOK BANCSHARES INC,344.29
INDIANA GROUP INC,343.92
REMEDY CORP,342.84
GREENE CANANEA COPPER CO,342.60
WEBMD HEALTH CORP,342.39
CONVERGYS CORP,342.37
FIRST LIBERTY FINANCIAL CORP,342.20
C U BANCORP NEW,342.17
CAMCO INC TX,342.05
GERMANTOWN SAVINGS BANK BALA PA,342.01
SANO CORP,341.45
ALLEGIANT BANCORP INC,341.29
C S S INDUSTRIES INC,341.27
BANK OF MARIN BANCORP,341.22
BRAND COMPANIES INC,341.22
BANK OF DELAWARE CORP,341.04
FRANKLIN MINT CORP,340.98
BOCA RESORTS INC,340.94
WALBAR INC,340.46
SUMMCORP,340.13
PETMED EXPRESS INC,339.76
CHANCE A B CO,339.64
CHEM NUCLEAR SYS INC,339.51
MONARCH CASINO & RESORT INC,339.05
SIMPSON INDUSTRIES INC,338.75
INTELIQUENT INC,338.59
CRYOLIFE INC,338.57
CONCEPTUS INC,337.83
B COMMUNICATIONS LTD,337.78
CONTINENTAL CONVEYOR & EQUIP,337.64
BRIDGE BANCORP INC,337.15
PANDICK INC,337.02
WOODWARD & LOTHROP INC,336.92
STANFORD TELECOMMUNICATIONS,336.85
MERRILL BANKSHARES CO,336.49
HAWTHORNE FINANCIAL CORP,336.33
PITTSBURGH NATIONAL CORP,336.23
COMPUTER MANAGEMENT SCIENCES INC,336.22
HUCK MANUFACTURING CO,336.17
MULTIBANK FINANCIAL CORP,336.07
CHURCHS FRIED CHICKEN INC,335.90
GRANITEVILLE COMPANY,335.79
DOMINION BRIDGE LTD,335.74
GENERAL BATTERY CORP,335.58
FIRST ESSEX BANCORP INC,335.53
VOLTERRA SEMICONDUCTOR CORP,335.52
ASPREVA PHARMACEUTICALS CORP,335.05
LOXO ONCOLOGY INC,334.58
CABLECOM GENERAL INC,334.24
LAMAUR INC,334.11
AMERICAN DISPOSAL SERVICES INC,333.70
MILLENNIUM CHEMICALS INC,333.24
HERBALIFE INTERNATIONAL INC,333.09
EPIQ SYSTEMS INC,332.71
CELLCOM ISRAEL LTD,332.69
PEOPLES FIRST CORP,332.40
L P L TECHNOLOGIES INC,332.26
BROWN & BIGELOW,332.16
V W R CORP,331.82
KINSALE CAPITAL GROUP INC,331.77
PEOPLES BAN CORP,331.35
AMERICAN CABLESYSTEMS CORP,331.34
U S A MOBILE COMM HLDGS INC,331.22
BELL BANCORP INC,331.21
J JILL GROUP INC,331.07
FIRST VALLEY CORP,331.01
B2GOLD CORP,330.72
COLDWELL BANKER & CO,330.70
METROMAIL CORP NEW,330.53
MAYFAIR SUPER MARKETS INC,330.47
FINANCIAL INSTITUTIONS INC,330.34
METAL MANAGEMENT INC,330.16
OFFICE CLUB INC,330.10
CONSUMERS WATER CO,329.91
SQUARE INC,329.90
PANHANDLE OIL CORP,329.49
INTERSTATE HOTELS CO,329.48
AMERICAN MEDICAL SECURITY GR INC,329.40
STOUFFER FOODS CORP,329.14
FLYING DIAMOND OIL CORP,329.10
KOFAX LTD,328.79
CALIFORNIA ELEC PWR CO,328.77
CAPITAL BANCORP FLA,328.61
FIRST BANCORP INC ME,328.53
E S B FINANCIAL CORP,328.44
SOUTHEASTERN GREYHOUND LINES INC,328.15
ALLRIGHT AUTO PKS INC,327.63
MARINE CORP IL,327.03
KAUFMANN DEPT STORES INC,326.91
BRIDGE CAPITAL HOLDINGS,326.75
A M C ENTERTAINMENT HOLDINGS INC,326.68
NATIONAL SURGERY CENTERS INC,326.42
VANGUARD HEALTH SYSTEMS INC,325.93
U S WEST NEWVECTOR GROUP INC,325.81
NEW MOUNTAIN FINANCE CORP,325.71
WHITE CROSS STORES INC,325.62
TOWER INTERNATIONAL INC,325.23
FIDELITY SOUTHERN CORP NEW,325.15
PETROMET RESOURCES LTD,325.14
LIN MEDIA LLC,325.05
MAIN STREET BANKS INC,324.81
DIAMOND M COMPNAY,324.37
SENSORMATIC ELECTRONICS CORP,324.37
TERREMARK WORLDWIDE INC,324.26
UNITED STATES LIME MINERALS INC,324.16
NEW YORKER MAGAZINE INC,324.13
STERLING BANCORP,323.79
PACIFIC CONTINENTAL CORP,323.73
GIBRALTAR SAVINGS & LOAN HOUS TX,323.60
T C P CAPITAL CORP,323.56
TROY FINANCIAL CORP,322.95
STRAIGHT PATH COMMUNICATIONS INC,322.88
CAPSTAR BROADCASTING CORP,322.73
OREGON METALLURGICAL CORP,322.71
N V E CORP,322.69
BYRON JACKSON CO,322.37
MIDWEST FINANCIAL GROUP INC,322.23
ROBERT MONDAVI CORP THE,321.62
GENERAL CARE CORP,321.56
SIEM INDUSTRIES INC,321.38
M B I A INC,320.90
WHITE RIVER CORP,320.87
LEEDS & NORTHRUP CO,320.75
N C H CORP,320.75
GRAY TELEVISION INC,320.60
WESTVACO CHEM CORP,320.44
SETON COMPANY,320.30
GUBER PETERS ENTERTAINMENT CO,320.30
MICREL INC,320.29
NATHANS FAMOUS INC NEW,319.79
DULUTH HOLDINGS INC,318.84
MAGIC SOFTWARE ENTERPRISES LTD,318.76
BAROID CORP NEW,318.52
IONICS INC,317.59
UARCO INC DE,317.40
D X P ENTERPRISES INC,316.76
F R P HOLDINGS INC,316.67
BIG FLOWER HOLDINGS INC,316.66
ICOS VISION SYSTEMS CORP,316.64
FIDELITY & GUARANTY LIFE,316.54
UNIVAR INC,316.53
AMERICAN SEATING CO,316.34
ARCHITEL SYSTEMS CORP,316.32
WHITING CORP,316.10
DIAL CORP,316.05
BARRY WRIGHT CORP,315.98
PROMISTAR FINANCIAL CORP,315.87
SANTA MONICA BANK,315.82
MEDPACE HOLDINGS INC,315.78
LANE WELLS CO,315.75
THRIFTY RENT A CAR SYSTEMS INC,315.25
F P I C INSURANCE GROUP INC,314.96
YANKEE CANDLE INC,314.84
INTERCONTINENTAL INDUSTRS INC NV,314.39
NATIONAL BANKSHARES INC,314.25
BRIDGE COMMUNICATION INC,313.98
HYSTER YALE MATERIALS HANDLG INC,313.32
LANDMARK GRAPHICS CORP,312.96
ELOQUA INC,312.66
OVERLAND CORP,312.32
NEWMONT GOLD CO,311.82
HUNT CORP,311.66
I R C INC,311.64
KINGSFORD COMPANY,311.20
DEVON GROUP INC NEW,311.11
DAILY JOURNAL CORP,310.98
SANGAMO ELECTRIC CO DE,310.84
HOLNAM INC,310.41
SAVINGS BANK PUGET SOUND SEATTLE,310.29
DOMINION DIAMOND CORP,310.25
OHIO BANCORP,310.22
C P I CORP,310.13
AMERICAN MOTOR INNS INC,309.82
HAVEN BANCORP INC,309.76
BARDEN CORP,309.72
DENTSPLY INTERNATIONAL INC,309.43
UNITED CITIES GAS CO,309.08
NOVATEL INC,308.99
KLONDEX MINES LTD,308.96
GETCHELL GOLD CORP,308.68
PORT FINANCIAL CORP,308.05
ALTRON INC,307.89
F N W BANCORP INC,307.73
NATIONAL SUGAR REFNG CO,307.68
KEYSTONE HERITAGE GROUP INC,307.62
DIAGNOSTEK INC,307.51
FREEPORT MCMORAN GOLD CO,307.46
GRAND UNION CO,307.10
CASCADE NATURAL GAS CORP,306.91
CORE LABS INC,306.62
VERTRUE INC,306.58
CONTINENTAL HOMES HOLDING CORP,306.38
SHOE CARNIVAL INC IN,306.33
RIVAL MANUFACTURING CO,306.14
ARCADIAN CORP,306.02
COSTA INC,305.98
STRAWBRIDGE & CLOTHIER,305.95
COMMERCIAL CAPITAL BANCORP INC,305.90
POLYCOM INC,305.85
MONOTYPE IMAGING HOLDINGS INC,305.70
TUBIZE RAYON CORP,305.65
ATLANTIC RESEARCH CORP,305.55
HERTZ CORP NEW,304.92
ATLANTIC PEPSI COLA BOTTLING,304.48
SIZZLER RESTAURANTS INTL INC,304.34
SOUTHWEST FLORIDA BANKS INC,304.22
BUTLER INTERNATIONAL INC,304.08
WAUSAU PAPER CORP,303.66
SAVANNAH ELECTRIC & POWER CO,303.64
THERMO BIOANALYSIS CORP,303.62
EQUITY CORP INTERNATIONAL,303.57
PATINO MINES & ENTERPRISES CONS,303.47
ADDUS HOMECARE CORP,303.34
TIFFANY & CO,303.26
LEE NATIONAL CORP,303.20
ATLANTIC CO,303.13
C F S B BANCORP INC,303.07
BAKER INDUSTRIES INC,302.93
LOEHMANNS INC,302.86
ZENDESK INC,302.59
ESCHELON TELECOM INC,302.58
KANSAS CITY LIFE INS CO,301.45
GRASSELLI CHEM CO,301.44
HEALTHDYNE TECHNOLOGIES INC,301.34
PANTRY INC,301.22
KRAFT PHENIX CHEESE CORP,300.62
FARMERS CAPITAL BANK CORP,300.60
BUDD WHEEL CO,300.45
CYNAPSUS THERAPEUTICS INC,300.31
PASQUALE FOOD INC,300.11
PENNFED FINANCIAL SERVICES INC,300.05
PENN ENGINEERING & MFG CORP,299.74
BALTIMORE BANCORP,299.63
HOME FEDERAL BK FLA FSB ST PETER,299.50
SOLA BASIC INDS INC,299.48
ABRAHAM & STRAUSS INC,299.45
DEL LABS INC,299.39
IMPINJ INC,299.19
HEALTHAMERICA CORP,298.11
DATA TRANSMISSION NETWORK CORP,298.00
BRISTOL HOTELS & RESORTS INC,297.98
MINNESOTA EDUCATIONAL COMP CORP,297.81
HEALTHSTREAM INC,297.50
METROPOLITAN HEALTH NETWORKS INC,297.46
SOUTHERN BANCORPORATION INC SC,297.43
BOARDWALK EQUITIES INC,297.18
ELECTRONICS CORP AMER,296.74
FRONTIER HOLDINGS INC,296.57
AZCON CORP,296.16
PRIME BANCORP INC,296.13
STIX BAER & FULLER CO,296.04
ALLIED KID CO,295.89
ARO CORP,295.25
WESTERN CASUALTY & SURETY CO,295.12
TILE SHOP HOLDINGS INC,295.01
PENFORD CORP,294.99
GENOVESE DRUG STORES INC,294.93
FIRST OHIO BANCSHARES INC,294.84
HARBIN ELECTRIC INC,294.79
N F O WORLDWIDE INC,294.75
SUPERIOR UNIFORM GROUP INC,294.66
NEVADA SAVINGS & LOAN ASSN,294.34
VILLAGE SUPER MARKET INC,294.27
HOUSE2HOME INC,294.07
SIRNA THERAPEUTICS INC,294.04
INFOBLOX INC,293.90
NEVSUN RESOURCES LTD,293.80
HANDY & HARMAN,293.76
A N I PHARMACEUTICALS INC,293.69
ACKERLEY GROUP INC,293.66
REED TOOL CO,293.55
WALDBAUM INC,293.37
RUSTLESS IRON & STL CORP,293.28
E D G INC,293.20
HEARTWARE INTERNATIONAL INC,293.14
CERTO CORP,293.02
LILY TULIP INC,292.78
COWLES BROADCASTING,292.76
CROWN MEDIA HOLDINGS INC,292.68
MIEHLE GOSS DEXTER INC,292.59
GOAL SYSTEMS INTERNATIONAL INC,292.50
GENERAL TIME CORP,292.49
EASTERN CO,292.28
PRIME COMPUTER INC,292.01
D T S INC,291.97
SLICK CORP,291.28
AEROFLEX INC,291.09
COMMERCIAL BANKSHARES INC,290.86
LEGATO SYSTEMS INC,290.78
FARMERS LN & TR CO,290.57
ARGENT BANK LA,290.32
PARK STERLING BANK NEW,290.16
HEART TECHNOLOGY INC,290.08
A P PARTS CORP,290.00
WESTERN BANCORP,289.85
RODNEY METALS INC,289.83
PAYLOCITY HOLDING CORP,289.61
POOL ENERGY SERVICES CO,289.39
HUBINGER COMPANY,288.98
HERITAGE BANCORPORATION,288.88
DIANA STORES CORP,288.75
PIKE CORP AMER,288.66
PEOPLES BANCORP DE,288.56
ANDOVER BANCORP INC DEL,288.46
ATRIX LABORATORIES INC,288.46
GOODMAN GLOBAL INC,288.45
CUMBERLAND RESOURCES LTD,288.43
BUTLER MANUFACTURING CO DE,288.05
GETTY REALTY CORP NEW,287.99
OLIN OIL & GAS CORP,287.81
STERLING INC,287.46
PREMIUM STANDARD FARMS INC,287.32
BISYS GROUP INC,287.29
NORTH WEST TELECOMMUNICATIONS,287.06
CANSTAR SPORTS INC,286.99
TRINET GROUP INC,286.80
MMODAL INC,286.65
TULL J M INDUSTRIES INC,286.42
RINGCENTRAL INC,286.39
VALLEYLAB INC,286.34
MARSHALL INDUSTRIES,285.71
JAMESBURY CORP,285.56
P & C FOODS INC,284.85
FORTERRA INC,284.31
HOLLINGER ARGUS LTD,283.81
MYERS F E & BROS CO,283.40
REPUBLIC GROUP INC,283.38
FAYS INC,283.37
VANTIVE CORPORATION,283.31
ZYTEC CORP,282.84
GARFINCKEL BROOKS BROS MILLER,282.08
KOGER COMPANY,282.02
SCOTTYS INC,281.93
CONCEPT INC,281.90
BEST SOFTWARE INC,281.67
SOUTHERN PRODN INC,281.60
ADVANCED DRAINAGE SYSTEMS INC,281.20
MULTI FINELINE ELECTRONIX INC,281.05
POST CORP,281.02
SAN JUAN RACING ASSN INC,280.89
UNIVERSAL AMERICAN CORP NEW,280.74
GASLOG LTD,280.66
CELLULAR COMMUNICATIONS PR INC N,280.50
NPTEST HOLDING CORP,280.45
FLORIDA COMMERCIAL BANKS INC,280.39
NASH FINCH COMPANY,279.97
CONSOLIDATED TOMOKA LAND CO,278.56
HOWELL CORP,278.54
S P S TECHNOLOGIES INC,278.37
M I HOMES INC,278.30
CULP INC,278.29
BANK OF KENTUCKY FINANCIAL CORP,278.24
GUARANTEE FINANCIAL CORP CA,278.22
ROGERS CABLESYSTEMS OF AMER,278.19
WESTERN NEW ENGLAND BANCORP INC,277.57
HAMILTON OIL CORP,277.56
INDIAN HEAD BKS INC,277.40
SOCIETY FOR SAVINGS BANCORP,277.18
GIDDINGS & LEWIS INC WIS,277.13
U S I HOLDINGS CORP,276.99
GORHAM CORP,276.76
PW EAGLE INC,276.63
CARE CORP,276.45
MARCONI INTERNATIONAL MARINE LTD,276.39
PRIMEX TECHNOLOGIES INC,276.37
SNYDER OIL CORP,276.35
COLUMBIA BANCORP,276.34
MARYLAND FEDERAL BANCORP INC,276.33
DALLAS CORP,275.64
NATIONAL CITY BANCORPORATION,275.63
ADVANTAGE HEALTH CORP,275.01
BROOKSTONE INC,274.98
OAKLEY INC,274.95
AUTOFINANCE GROUP INC,274.62
SEACUBE CONTAINER LEASING LTD,274.50
AMERICAN FILTRONA CORP,274.38
F & M BANCORPORATION INC,274.26
INFORMATION HOLDINGS INC,274.21
CUYAMEL FRUIT CO,274.04
JOHNSON E F CO,274.00
PACIFIC UNION BANK,273.90
OWEN HEALTHCARE INC,273.53
RENTRAK CORP,273.37
ADVANTAGE BANCORP INC,273.37
SIRTRIS PHARMACEUTICALS INC,273.21
WORTHINGTON FOODS INC,273.11
ADVANTAGE OIL & GAS LTD,272.96
CARRIERS & GENERAL CORP,272.23
SUNBURST HOSPITALITY CORP,271.81
ARBOR HEALTH CARE CO,271.76
ENANTA PHARMACEUTICALS INC,271.76
SOUTHWEST NATIONAL CORP PA,271.67
DAY MINES INC,271.60
FRANKLIN FIRST FINANCIAL CORP,271.56
KEYES FIBRE CO,271.31
CALIFORNIA BANCSHARES INC,271.06
ASCENA RETAIL GROUP INC,271.03
ANTA CORP,270.97
MUELLER BRASS CO,270.86
SHOPKO STORES INC,270.83
CAPITAL STREET CORP,270.54
YARDVILLE NATIONAL BANCORP,270.41
PEMCOR INC,270.32
DYNCORP INTERNATIONAL INC,270.26
MENASCO MANUFACTURING CO,270.08
A S V INC,269.55
MONON RAILROAD,269.53
MCQUAY NORRIS MANUFACTURING CO,269.23
HAWKEYE BANCORPORATION,268.89
SIGNAL CORP,268.84
FRITO LAY INC,268.70
TELESYSTEM INTL WIRELESS INC,268.38
NORRELL CORP,268.26
REN CORP USA,268.01
SPORTS AUTHORITY INC NEW,268.00
TICOR,267.21
OHIO BRASS CO,267.15
RELIANCE BANCORP INC,266.94
PEOPLES BANCORP WORCESTER INC,266.83
COOPER & CHYAN TECHNOLOGY INC,266.68
AUTHENTIC FITNESS CORP,266.65
AVONDALE INDUSTRIES INC,266.13
EDGCOMB STEEL NEW ENGLAND INC,266.07
CHINA YUCHAI INTERNATIONAL LTD,266.04
PUTNAM TRUST CO GREENWICH CT,265.98
COMMUNITY BANKS INC PA,265.92
PARK OHIO HOLDINGS CORP,265.67
LIFE USA HOLDING INC,265.45
ENCORE CAPITAL GROUP INC,265.39
TERRA CHEMICALS INTL INC,265.16
ENTERPRISE BANCORP INC,265.10
MOLYCORP INC,265.07
B W I P INC,265.04
COLUMBUS MILLS INC,264.74
OCEAN OIL & GAS CO,263.95
INTERTRANS CORP,263.90
FIRST DATA RESOURCES INC,263.55
EXTERRAN CORP,263.46
WORTHEN BANKING CORP,263.30
CHIREX INC,263.05
PROVIDENCE SERVICE CORP,263.04
HOUSEHOLD PRODS INC,263.02
AMERICAN RESIDENTIAL HDGS CORP,262.73
RIVIANA FOODS INC,262.72
INVESTORS TITLE CO,262.69
C N B FINANCIAL CORP PA,262.67
G N C HOLDINGS INC,262.06
MECKLERMEDIA CORP,262.02
FIRST UNITED FINANCIAL SVCS INC,261.88
MUSICLAND GROUP INC,261.81
B B X CAPITAL CORP,261.64
GOLDEN ENTERPRISES INC,261.64
INVENTIV HEALTH INC,261.62
STEIN MART INC,261.55
TOPBUILD CORP,261.48
FIRSTGULF BANCORP,261.36
CALLAWAY GOLF CO,261.33
H P R INC,261.32
FOUNDATION HEALTH CORP,261.12
G M S INC,261.04
CALIFORNIA LIQUID GAS CORP,260.98
GREATER NEW YORK SVGS BK NY,260.96
PACIFIC INTERMOUNTAIN EXPRESS,260.94
ORTHOPEDIC SERVICES INC,260.66
KIRBY INDUSTRIES INC,260.61
GUARDSMAN PRODUCTS INC,260.55
NEURODERM LTD,260.40
DANVERS BANCORP INC,260.18
WESTERN SIERRA BANCORP,260.18
BANK COMMERCE SAN DIEGO CALIF,259.98
UNIZAN FINANCIAL CORP,259.83
MERRILL CORP,259.78
WATER PIK TECHNOLOGIES,259.68
NORTH AMERICAN MORTGAGE CO,259.60
RALCORP HOLDINGS INC,259.46
SITEONE LANDSCAPE SUPPLY INC,259.42
HOMETRUST BANCSHARES INC,259.32
RUST CRAFT GREETING CARDS INC,259.11
MEDFORD BANCORP INC,259.11
ENERGYNORTH INC,259.10
VACATION BREAK USA INC,258.94
BIG V SUPERMARKETS INC,258.94
L G I HOMES INC,258.91
FOSTER MEDICAL CORP,258.80
F F L C BANCORP INC,258.72
AMERICAN BANK CONN WATERBURY,258.45
SHAWS SUPERMARKETS INC,258.41
CUSHMANS SONS INC,258.35
CHANCELLOR BROADCASTING CO DEL,258.19
VERSA TECHNOLOGIES INC,258.00
M & F WORLDWIDE CORP,257.74
S I S BANCORP INC,257.70
MET PRO CORP,257.47
SINCLAIR VENEZUELAN OIL CO,257.40
ELDER BEERMAN STORES CORP,257.02
SIERRA BANCORP,256.84
ELCO INDUSTRIES INC,256.69
PREFORMED LINE PRODUCTS CO,256.64
CHARTER BANCSHARES INC,256.52
ALL AMERICAN COMMUNICATIONS INC,256.41
LIBERTY BANCORP INC OKLA,256.40
COMDATA NETWORK INC,256.05
PERFECT CIRCLE CO,255.97
FALSTAFF BREWING CORP,255.57
INTEGRATED SILICON SYSTEMS INC,255.54
C C B T FINANCIAL COS INC,255.53
DISCOUNT CORP OF NEW YORK,255.40
PERMIAN CORP,254.39
INTERTYPE CORP,254.24
R S C HOLDINGS INC,254.10
CYCARE SYSTEMS INC,253.97
WATERSTONE FINANCIAL INC NEW,253.79
PURE RES INC,253.70
COHU INC,253.54
AMERICAN BUSINESS PRODS INC GA,253.52
PEAPACK GLADSTONE FINANCIAL CORP,252.90
LOUISIANA GENERAL SERVICES INC,252.84
BIORELIANCE CORP,252.64
PACIFIC NORTHN AIRLS,252.54
CENTURY SOUTH BANKS INC,252.52
AYRSHIRE COLLIERIES CORP,252.38
UNITED STATES CELLULAR CORP,252.35
PHASE FORWARD INC,252.28
FIRST UNITED BANCORPORATION INC,252.19
NATIONAL OLD LINE INS CO,251.96
